Year,MotherID,East,GroupSize,RelFemAlong,FIDAdFem,Observer,TestNumber,DifferenceDays,DataFile,YoungID,AvFIDJuv,Sex,AvPYMov,AgeCapture,JuvSurv
2019,834,0,0,0,NA,0,0,0,JuvMov,1202,NA,M,0.666666667,8.8,NA
2019,647,0,0,0,NA,0,0,0,JuvMov,1203,NA,M,0.166666667,7,NA
2019,562,0,0,0,NA,0,0,0,JuvMov,1204,NA,M,0.666666667,9.4,NA
2019,349,0,0,0,NA,0,0,0,JuvMov,1205,NA,F,0.833333333,10.8,NA
2019,387,0,0,0,NA,0,0,0,JuvMov,1206,NA,F,0.333333333,8,NA
2019,586,0,0,0,NA,0,0,0,JuvMov,1207,NA,M,0.833333333,8.1,NA
2019,807,0,0,0,NA,0,0,0,JuvMov,1208,NA,M,1,8,NA
2019,510,0,0,0,NA,0,0,0,JuvMov,1209,NA,M,0.666666667,8.5,NA
2019,521,0,0,0,NA,0,0,0,JuvMov,1210,NA,M,0.666666667,8.3,NA
2019,1072,0,0,0,NA,0,0,0,JuvMov,1211,NA,F,0.833333333,8,NA
2019,680,0,0,0,NA,0,0,0,JuvMov,1212,NA,F,0.666666667,9.2,NA
2019,519,0,0,0,NA,0,0,0,JuvMov,1213,NA,F,0.666666667,7.7,NA
2019,643,0,0,0,NA,0,0,0,JuvMov,1214,NA,M,0.5,8.3,NA
2019,645,0,0,0,NA,0,0,0,JuvMov,1215,NA,M,0.5,8.3,NA
2019,954,0,0,0,NA,0,0,0,JuvMov,1216,NA,M,1,7.6,NA
2019,1001,0,0,0,NA,0,0,0,JuvMov,1217,NA,M,0.166666667,7.4,NA
2017,821,0,0,0,NA,0,0,0,JuvSurv,877,NA,M,NA,0,1
2017,666,0,0,0,NA,0,0,0,JuvSurv,878,NA,M,NA,0,0
2017,731,0,0,0,NA,0,0,0,JuvSurv,879,NA,M,NA,0,1
2017,807,0,0,0,NA,0,0,0,JuvSurv,880,NA,M,NA,0,1
2017,729,0,0,0,NA,0,0,0,JuvSurv,881,NA,M,NA,0,1
2017,835,0,0,0,NA,0,0,0,JuvSurv,882,NA,M,NA,0,0
2017,832,0,0,0,NA,0,0,0,JuvSurv,883,NA,M,NA,0,1
2017,625,0,0,0,NA,0,0,0,JuvSurv,884,NA,M,NA,0,0
2017,635,0,0,0,NA,0,0,0,JuvSurv,887,NA,M,NA,0,0
2017,892,0,0,0,NA,0,0,0,JuvSurv,893,NA,F,NA,0,1
2017,302,0,0,0,NA,0,0,0,JuvSurv,894,NA,M,NA,0,1
2017,745,0,0,0,NA,0,0,0,JuvSurv,895,NA,F,NA,0,1
2017,897,0,0,0,NA,0,0,0,JuvSurv,898,NA,F,NA,0,0
2017,771,0,0,0,NA,0,0,0,JuvSurv,899,NA,M,NA,0,1
2017,902,0,0,0,NA,0,0,0,JuvSurv,903,NA,M,NA,0,0
2017,558,0,0,0,NA,0,0,0,JuvSurv,904,NA,M,NA,0,1
2017,159,0,0,0,NA,0,0,0,JuvSurv,905,NA,F,NA,0,0
2017,906,0,0,0,NA,0,0,0,JuvSurv,907,NA,F,NA,0,0
2017,718,0,0,0,NA,0,0,0,JuvSurv,908,NA,F,NA,0,1
2017,46,0,0,0,NA,0,0,0,JuvSurv,910,NA,F,NA,0,0
2017,913,0,0,0,NA,0,0,0,JuvSurv,914,NA,F,NA,0,1
2017,915,0,0,0,NA,0,0,0,JuvSurv,916,NA,M,NA,0,1
2017,917,0,0,0,NA,0,0,0,JuvSurv,918,NA,F,NA,0,1
2017,137,0,0,0,NA,0,0,0,JuvSurv,922,NA,F,NA,0,0
2017,743,0,0,0,NA,0,0,0,JuvSurv,923,NA,F,NA,0,1
2017,522,0,0,0,NA,0,0,0,JuvSurv,924,NA,F,NA,0,1
2017,211,0,0,0,NA,0,0,0,JuvSurv,925,NA,M,NA,0,0
2017,521,0,0,0,NA,0,0,0,JuvSurv,926,NA,M,NA,0,1
2017,429,0,0,0,NA,0,0,0,JuvSurv,928,NA,F,NA,0,1
2017,476,0,0,0,NA,0,0,0,JuvSurv,929,NA,M,NA,0,0
2017,193,0,0,0,NA,0,0,0,JuvSurv,930,NA,M,NA,0,1
2017,827,0,0,0,NA,0,0,0,JuvSurv,931,NA,F,NA,0,1
2017,342,0,0,0,NA,0,0,0,JuvSurv,932,NA,M,NA,0,1
2017,607,0,0,0,NA,0,0,0,JuvSurv,933,NA,M,NA,0,1
2017,89,0,0,0,NA,0,0,0,JuvSurv,934,NA,M,NA,0,0
2017,623,0,0,0,NA,0,0,0,JuvSurv,935,NA,F,NA,0,0
2017,349,0,0,0,NA,0,0,0,JuvSurv,936,NA,M,NA,0,0
2017,612,0,0,0,NA,0,0,0,JuvSurv,938,NA,F,NA,0,0
2017,525,0,0,0,NA,0,0,0,JuvSurv,940,NA,M,NA,0,1
2017,337,0,0,0,NA,0,0,0,JuvSurv,941,NA,M,NA,0,1
2017,54,0,0,0,NA,0,0,0,JuvSurv,942,NA,M,NA,0,1
2017,647,0,0,0,NA,0,0,0,JuvSurv,943,NA,F,NA,0,0
2017,276,0,0,0,NA,0,0,0,JuvSurv,944,NA,F,NA,0,1
2017,101,0,0,0,NA,0,0,0,JuvSurv,945,NA,F,NA,0,0
2017,586,0,0,0,NA,0,0,0,JuvSurv,946,NA,M,NA,0,1
2017,86,0,0,0,NA,0,0,0,JuvSurv,948,NA,M,NA,0,1
2017,391,0,0,0,NA,0,0,0,JuvSurv,949,NA,M,NA,0,0
2017,578,0,0,0,NA,0,0,0,JuvSurv,950,NA,M,NA,0,1
2017,491,0,0,0,NA,0,0,0,JuvSurv,951,NA,F,NA,0,1
2017,387,0,0,0,NA,0,0,0,JuvSurv,953,NA,M,NA,0,1
2017,401,0,0,0,NA,0,0,0,JuvSurv,954,NA,F,NA,0,1
2017,519,0,0,0,NA,0,0,0,JuvSurv,955,NA,F,NA,0,1
2017,247,0,0,0,NA,0,0,0,JuvSurv,956,NA,F,NA,0,1
2017,957,0,0,0,NA,0,0,0,JuvSurv,958,NA,F,NA,0,1
2017,959,0,0,0,NA,0,0,0,JuvSurv,960,NA,M,NA,0,1
2017,414,0,0,0,NA,0,0,0,JuvSurv,961,NA,M,NA,0,1
2017,562,0,0,0,NA,0,0,0,JuvSurv,962,NA,F,NA,0,1
2017,963,0,0,0,NA,0,0,0,JuvSurv,964,NA,F,NA,0,0
2017,967,0,0,0,NA,0,0,0,JuvSurv,968,NA,F,NA,0,1
2017,970,0,0,0,NA,0,0,0,JuvSurv,971,NA,F,NA,0,0
2017,972,0,0,0,NA,0,0,0,JuvSurv,973,NA,F,NA,0,0
2018,666,0,0,0,NA,0,0,0,JuvSurv,1017,NA,M,NA,0,1
2018,807,0,0,0,NA,0,0,0,JuvSurv,1019,NA,M,NA,0,1
2018,906,0,0,0,NA,0,0,0,JuvSurv,1022,NA,F,NA,0,0
2018,915,0,0,0,NA,0,0,0,JuvSurv,1026,NA,F,NA,0,1
2018,612,0,0,0,NA,0,0,0,JuvSurv,1031,NA,M,NA,0,1
2018,1038,0,0,0,NA,0,0,0,JuvSurv,1039,NA,M,NA,0,1
2018,1040,0,0,0,NA,0,0,0,JuvSurv,1041,NA,F,NA,0,0
2018,125,0,0,0,NA,0,0,0,JuvSurv,1042,NA,M,NA,0,0
2018,623,0,0,0,NA,0,0,0,JuvSurv,1043,NA,M,NA,0,1
2018,471,0,0,0,NA,0,0,0,JuvSurv,1044,NA,F,NA,0,1
2018,206,0,0,0,NA,0,0,0,JuvSurv,1045,NA,F,NA,0,1
2018,242,0,0,0,NA,0,0,0,JuvSurv,1046,NA,M,NA,0,0
2018,647,0,0,0,NA,0,0,0,JuvSurv,1048,NA,M,NA,0,1
2018,718,0,0,0,NA,0,0,0,JuvSurv,1049,NA,M,NA,0,1
2018,191,0,0,0,NA,0,0,0,JuvSurv,1050,NA,F,NA,0,1
2018,986,0,0,0,NA,0,0,0,JuvSurv,1051,NA,F,NA,0,0
2018,492,0,0,0,NA,0,0,0,JuvSurv,1052,NA,M,NA,0,0
2018,578,0,0,0,NA,0,0,0,JuvSurv,1053,NA,F,NA,0,0
2018,429,0,0,0,NA,0,0,0,JuvSurv,1055,NA,M,NA,0,1
2018,522,0,0,0,NA,0,0,0,JuvSurv,1056,NA,M,NA,0,0
2018,827,0,0,0,NA,0,0,0,JuvSurv,1057,NA,F,NA,0,1
2018,607,0,0,0,NA,0,0,0,JuvSurv,1058,NA,F,NA,0,1
2018,137,0,0,0,NA,0,0,0,JuvSurv,1059,NA,M,NA,0,1
2018,679,0,0,0,NA,0,0,0,JuvSurv,1061,NA,M,NA,0,1
2018,258,0,0,0,NA,0,0,0,JuvSurv,1062,NA,M,NA,0,0
2018,731,0,0,0,NA,0,0,0,JuvSurv,1063,NA,M,NA,0,1
2018,1064,0,0,0,NA,0,0,0,JuvSurv,1065,NA,F,NA,0,0
2018,834,0,0,0,NA,0,0,0,JuvSurv,1066,NA,F,NA,0,1
2018,1067,0,0,0,NA,0,0,0,JuvSurv,1068,NA,M,NA,0,0
2018,743,0,0,0,NA,0,0,0,JuvSurv,1069,NA,M,NA,0,0
2018,387,0,0,0,NA,0,0,0,JuvSurv,1071,NA,F,NA,0,1
2018,1074,0,0,0,NA,0,0,0,JuvSurv,1075,NA,M,NA,0,0
2018,553,0,0,0,NA,0,0,0,JuvSurv,1077,NA,M,NA,0,0
2018,318,0,0,0,NA,0,0,0,JuvSurv,1079,NA,F,NA,0,1
2018,1081,0,0,0,NA,0,0,0,JuvSurv,1082,NA,M,NA,0,0
2018,1090,0,0,0,NA,0,0,0,JuvSurv,1091,NA,F,NA,0,0
2018,645,0,0,0,NA,0,0,0,JuvSurv,1095,NA,F,NA,0,1
2018,3,0,0,0,NA,0,0,0,JuvSurv,1096,NA,F,NA,0,1
2018,1099,0,0,0,NA,0,0,0,JuvSurv,1100,NA,F,NA,0,0
2019,1074,0,0,0,NA,0,0,0,JuvSurv,1103,NA,F,NA,0,1
2019,897,0,0,0,NA,0,0,0,JuvSurv,1105,NA,M,NA,0,1
2019,771,0,0,0,NA,0,0,0,JuvSurv,1107,NA,F,NA,0,1
2019,963,0,0,0,NA,0,0,0,JuvSurv,1115,NA,F,NA,0,1
2019,521,0,0,0,NA,0,0,0,JuvSurv,1119,NA,F,NA,0,1
2019,1101,0,0,0,NA,0,0,0,JuvSurv,1122,NA,F,NA,0,0
2019,492,0,0,0,NA,0,0,0,JuvSurv,1124,NA,F,NA,0,1
2019,510,0,0,0,NA,0,0,0,JuvSurv,1125,NA,F,NA,0,1
2019,558,0,0,0,NA,0,0,0,JuvSurv,1127,NA,M,NA,0,1
2019,970,0,0,0,NA,0,0,0,JuvSurv,1128,NA,M,NA,0,1
2019,807,0,0,0,NA,0,0,0,JuvSurv,1130,NA,M,NA,0,1
2019,827,0,0,0,NA,0,0,0,JuvSurv,1131,NA,M,NA,0,1
2019,680,0,0,0,NA,0,0,0,JuvSurv,1132,NA,F,NA,0,1
2019,1135,0,0,0,NA,0,0,0,JuvSurv,1136,NA,M,NA,0,0
2019,824,0,0,0,NA,0,0,0,JuvSurv,1138,NA,F,NA,0,1
2019,635,0,0,0,NA,0,0,0,JuvSurv,1140,NA,M,NA,0,1
2019,1142,0,0,0,NA,0,0,0,JuvSurv,1143,NA,F,NA,0,1
2019,1027,0,0,0,NA,0,0,0,JuvSurv,1144,NA,M,NA,0,1
2019,519,0,0,0,NA,0,0,0,JuvSurv,1147,NA,F,NA,0,1
2019,276,0,0,0,NA,0,0,0,JuvSurv,1149,NA,M,NA,0,1
2019,1151,0,0,0,NA,0,0,0,JuvSurv,1152,NA,F,NA,0,1
2019,1156,0,0,0,NA,0,0,0,JuvSurv,1157,NA,M,NA,0,1
2020,1118,0,0,0,NA,0,0,0,JuvSurv,1161,NA,F,NA,0,1
2020,1040,0,0,0,NA,0,0,0,JuvSurv,1162,NA,M,NA,0,1
2020,1110,0,0,0,NA,0,0,0,JuvSurv,1163,NA,F,NA,0,1
2020,839,0,0,0,NA,0,0,0,JuvSurv,1164,NA,M,NA,0,1
2020,897,0,0,0,NA,0,0,0,JuvSurv,1165,NA,F,NA,0,1
2020,1154,0,0,0,NA,0,0,0,JuvSurv,1166,NA,F,NA,0,1
2020,525,0,0,0,NA,0,0,0,JuvSurv,1167,NA,F,NA,0,1
2020,731,0,0,0,NA,0,0,0,JuvSurv,1168,NA,M,NA,0,1
2020,924,0,0,0,NA,0,0,0,JuvSurv,1169,NA,F,NA,0,1
2020,242,0,0,0,NA,0,0,0,JuvSurv,1170,NA,F,NA,0,1
2020,193,0,0,0,NA,0,0,0,JuvSurv,1171,NA,F,NA,0,1
2020,1038,0,0,0,NA,0,0,0,JuvSurv,1172,NA,M,NA,0,0
2020,1101,0,0,0,NA,0,0,0,JuvSurv,1173,NA,M,NA,0,1
2020,224,0,0,0,NA,0,0,0,JuvSurv,1174,NA,M,NA,0,0
2020,522,0,0,0,NA,0,0,0,JuvSurv,1175,NA,M,NA,0,0
2020,745,0,0,0,NA,0,0,0,JuvSurv,1176,NA,F,NA,0,1
2020,1081,0,0,0,NA,0,0,0,JuvSurv,1177,NA,F,NA,0,1
2020,743,0,0,0,NA,0,0,0,JuvSurv,1178,NA,M,NA,0,0
2020,206,0,0,0,NA,0,0,0,JuvSurv,1179,NA,M,NA,0,1
2020,607,0,0,0,NA,0,0,0,JuvSurv,1180,NA,F,NA,0,1
2020,558,0,0,0,NA,0,0,0,JuvSurv,1181,NA,M,NA,0,0
2020,734,0,0,0,NA,0,0,0,JuvSurv,1182,NA,F,NA,0,1
2020,625,0,0,0,NA,0,0,0,JuvSurv,1183,NA,F,NA,0,0
2020,86,0,0,0,NA,0,0,0,JuvSurv,1184,NA,F,NA,0,0
2020,921,0,0,0,NA,0,0,0,JuvSurv,1185,NA,F,NA,0,0
2020,892,0,0,0,NA,0,0,0,JuvSurv,1186,NA,M,NA,0,1
2020,931,0,0,0,NA,0,0,0,JuvSurv,1187,NA,F,NA,0,0
2020,1135,0,0,0,NA,0,0,0,JuvSurv,1188,NA,F,NA,0,0
2020,972,0,0,0,NA,0,0,0,JuvSurv,1189,NA,M,NA,0,1
2020,986,0,0,0,NA,0,0,0,JuvSurv,1190,NA,F,NA,0,0
2020,928,0,0,0,NA,0,0,0,JuvSurv,1191,NA,M,NA,0,1
2020,429,0,0,0,NA,0,0,0,JuvSurv,1192,NA,M,NA,0,1
2020,553,0,0,0,NA,0,0,0,JuvSurv,1193,NA,F,NA,0,1
2020,1027,0,0,0,NA,0,0,0,JuvSurv,1194,NA,M,NA,0,0
2020,827,0,0,0,NA,0,0,0,JuvSurv,1195,NA,M,NA,0,1
2020,851,0,0,0,NA,0,0,0,JuvSurv,1196,NA,M,NA,0,1
2020,623,0,0,0,NA,0,0,0,JuvSurv,1197,NA,M,NA,0,1
2020,318,0,0,0,NA,0,0,0,JuvSurv,1198,NA,M,NA,0,1
2020,612,0,0,0,NA,0,0,0,JuvSurv,1199,NA,M,NA,0,1
2020,918,0,0,0,NA,0,0,0,JuvSurv,1200,NA,M,NA,0,1
2020,895,0,0,0,NA,0,0,0,JuvSurv,1201,NA,F,NA,0,0
2020,834,0,0,0,NA,0,0,0,JuvSurv,1202,NA,M,NA,0,0
2020,647,0,0,0,NA,0,0,0,JuvSurv,1203,NA,M,NA,0,1
2020,562,0,0,0,NA,0,0,0,JuvSurv,1204,NA,M,NA,0,1
2020,349,0,0,0,NA,0,0,0,JuvSurv,1205,NA,F,NA,0,0
2020,387,0,0,0,NA,0,0,0,JuvSurv,1206,NA,F,NA,0,1
2020,586,0,0,0,NA,0,0,0,JuvSurv,1207,NA,M,NA,0,1
2020,807,0,0,0,NA,0,0,0,JuvSurv,1208,NA,M,NA,0,1
2020,510,0,0,0,NA,0,0,0,JuvSurv,1209,NA,M,NA,0,1
2020,521,0,0,0,NA,0,0,0,JuvSurv,1210,NA,M,NA,0,0
2020,1072,0,0,0,NA,0,0,0,JuvSurv,1211,NA,F,NA,0,1
2020,680,0,0,0,NA,0,0,0,JuvSurv,1212,NA,F,NA,0,0
2020,519,0,0,0,NA,0,0,0,JuvSurv,1213,NA,F,NA,0,0
2020,643,0,0,0,NA,0,0,0,JuvSurv,1214,NA,M,NA,0,1
2020,645,0,0,0,NA,0,0,0,JuvSurv,1215,NA,M,NA,0,1
2020,954,0,0,0,NA,0,0,0,JuvSurv,1216,NA,M,NA,0,1
2020,1001,0,0,0,NA,0,0,0,JuvSurv,1217,NA,M,NA,0,1
2020,529,0,0,0,NA,0,0,0,JuvSurv,1219,NA,M,NA,0,1
