Year,YoungID,MotherID,East,GroupSize,RelFemAlong,FIDJuv,Observer,Sex,AgeatObs,TestNumber,DifferenceDays,DataFile,FIDAdFem
2018,0,954,7810,1,0,NA,Weliton,0,0,5,11,AdFemFID,4
2018,0,954,7722,2,0,NA,Weliton,0,0,6,167,AdFemFID,3
2018,0,954,7794,1,0,NA,Weliton,0,0,7,20,AdFemFID,9
2019,0,954,7463,1,0,NA,Weliton,0,0,8,157,AdFemFID,3
2019,0,954,7617,1,0,NA,Weliton,0,0,9,22,AdFemFID,6
2018,0,958,7884,1,0,NA,Weliton,0,0,3,136,AdFemFID,10
2018,0,958,7674,2,0,NA,Weliton,0,0,4,167,AdFemFID,10
2018,0,958,7654,2,0,NA,Weliton,0,0,5,25,AdFemFID,7
2018,0,958,7788,1,0,NA,Weliton,0,0,6,3,AdFemFID,5
2019,0,958,7648,2,0,NA,Weliton,0,0,7,149,AdFemFID,9
2019,0,958,7449,2,0,NA,Weliton,0,0,8,19,AdFemFID,14
2017,0,959,7335,3,0,NA,Weliton,0,0,1,500,AdFemFID,1
2017,0,959,7079,1,0,NA,Weliton,0,0,2,10,AdFemFID,1
2018,0,962,8246,2,0,NA,Weliton,0,0,3,271,AdFemFID,17
2018,0,962,8286,3,0,NA,Weliton,0,0,4,40,AdFemFID,18
2019,0,962,8245,1,0,NA,Weliton,0,0,5,153,AdFemFID,21
2019,0,962,8217,1,0,NA,Weliton,0,0,6,2,AdFemFID,24
2017,0,963,7323,1,0,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,963,7072,2,0,NA,Weliton,0,0,2,115,AdFemFID,11
2018,0,963,7495,1,0,NA,Weliton,0,0,3,98,AdFemFID,7
2018,0,963,7553,1,0,NA,Weliton,0,0,4,3,AdFemFID,10
2018,0,963,7318,1,0,NA,Weliton,0,0,5,151,AdFemFID,5
2018,0,963,7377,1,LPY,NA,Weliton,0,0,6,46,AdFemFID,6
2018,0,963,7477,1,LPY,NA,Weliton,0,0,7,19,AdFemFID,14
2019,0,963,7589,2,0,NA,Carolina,0,0,8,150,AdFemFID,14
2019,0,963,7554,3,0,NA,Carolina,0,0,9,4,AdFemFID,9
2017,0,965,8000,2,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,965,7624,1,LPY,NA,Weliton,0,0,2,111,AdFemFID,3
2018,0,965,7839,1,0,NA,Weliton,0,0,3,101,AdFemFID,0.5
2018,0,965,7765,1,0,NA,Weliton,0,0,4,173,AdFemFID,4
2018,0,965,7619,3,0,NA,Weliton,0,0,5,31,AdFemFID,5
2019,0,965,8046,2,0,NA,Carolina,0,0,6,168,AdFemFID,5
2019,0,965,7402,6,0,NA,Carolina,0,0,7,3,AdFemFID,3
2017,0,970,8371,2,SA,NA,Weliton,0,0,1,500,AdFemFID,12
2017,0,970,8173,2,SA,NA,Weliton,0,0,2,38,AdFemFID,5
2017,0,970,8086,1,0,NA,Weliton,0,0,3,34,AdFemFID,0.5
2018,0,970,8126,2,LPY,NA,Weliton,0,0,4,311,AdFemFID,10
2018,0,970,8228,1,LPY,NA,Weliton,0,0,5,12,AdFemFID,7
2019,0,970,8167,7,0,NA,Carolina,0,0,6,190,AdFemFID,2
2019,0,970,8316,5,0,NA,Carolina,0,0,7,5,AdFemFID,9
2017,0,972,7685,1,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,972,7618,3,0,NA,Weliton,0,0,2,117,AdFemFID,3
2018,0,972,7911,1,0,NA,Weliton,0,0,3,275,AdFemFID,5
2018,0,972,7619,2,0,NA,Weliton,0,0,4,18,AdFemFID,5
2018,0,972,7650,2,0,NA,Weliton,0,0,5,6,AdFemFID,1
2019,0,972,7675,1,0,NA,Carolina,0,0,6,150,AdFemFID,4
2019,0,972,7520,2,0,NA,Carolina,0,0,7,1,AdFemFID,17
2018,0,975,8230,3,0,NA,Weliton,0,0,3,321,AdFemFID,7
2018,0,975,8251,2,0,NA,Weliton,0,0,4,20,AdFemFID,10
2019,0,975,8292,1,0,NA,Weliton,0,0,5,139,AdFemFID,12
2019,0,975,8380,2,0,NA,Weliton,0,0,6,23,AdFemFID,9
2019,0,975,8467,2,0,NA,Weliton,0,0,7,3,AdFemFID,6
2018,0,976,7335,2,0,NA,Weliton,0,0,5,98,AdFemFID,4
2018,0,976,7367,3,0,NA,Weliton,0,0,6,2,AdFemFID,2
2018,0,976,7281,1,0,NA,Weliton,0,0,7,2,AdFemFID,4
2018,0,976,7400,4,0,NA,Weliton,0,0,8,174,AdFemFID,3
2018,0,976,7325,1,0,NA,Weliton,0,0,9,3,AdFemFID,2
2019,0,976,7530,1,0,NA,Weliton,0,0,10,191,AdFemFID,1
2019,0,976,7443,1,0,NA,Weliton,0,0,11,5,AdFemFID,2
2017,0,978,8422,2,0,NA,Weliton,0,0,1,500,AdFemFID,0.5
2018,0,981,8043,1,0,NA,Weliton,0,0,3,145,AdFemFID,8
2018,0,981,8164,2,0,NA,Weliton,0,0,4,167,AdFemFID,2
2018,0,981,8240,1,0,NA,Weliton,0,0,5,33,AdFemFID,3
2019,0,981,8112,2,0,NA,Weliton,0,0,6,148,AdFemFID,5
2019,0,981,8403,2,0,NA,Weliton,0,0,7,19,AdFemFID,13
2017,0,983,7900,2,0,NA,Weliton,0,0,1,500,AdFemFID,2
2018,0,985,7738,1,0,NA,Weliton,0,0,4,93,AdFemFID,8
2018,0,985,7708,1,0,NA,Weliton,0,0,5,177,AdFemFID,9
2018,0,985,7820,2,0,NA,Weliton,0,0,6,29,AdFemFID,5
2019,0,985,8044,2,0,NA,Weliton,0,0,7,150,AdFemFID,3
2019,0,985,7935,1,0,NA,Weliton,0,0,8,16,AdFemFID,4
2017,0,986,8381,1,LPY,NA,Weliton,0,0,1,500,AdFemFID,3
2017,0,986,8111,1,RegPY,NA,Weliton,0,0,2,17,AdFemFID,2
2017,0,986,8211,2,LPY,NA,Weliton,0,0,3,1,AdFemFID,7
2017,0,986,8258,1,LPY,NA,Weliton,0,0,4,20,AdFemFID,3
2017,0,986,8188,2,LPY,NA,Weliton,0,0,5,34,AdFemFID,2
2017,0,986,8089,1,LPY,NA,Weliton,0,0,6,2,AdFemFID,11
2018,0,986,8101,1,0,NA,Weliton,0,0,7,319,AdFemFID,4
2018,0,986,8166,2,0,NA,Weliton,0,0,8,13,AdFemFID,3
2019,0,986,8136,3,0,NA,Carolina,0,0,9,160,AdFemFID,7
2019,0,986,8325,1,0,NA,Weliton,0,0,10,25,AdFemFID,3
